Amount (INR),Payment Mode,To/Received By,Sender A/C,Receiver A/C,Sender Location,Receiver Location,Transaction Date,Transaction Time,isFraud
75.87,Card,Amazon India,ACC123456,ACC398154,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",8/15/2023,15:51,0
61.76,Cash Deposit,Amazon India,ACC123456,ACC293288,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",1/24/2025,14:53,0
428.83,Card,PhonePe,ACC123456,ACC578688,"Delhi, Delhi, 110001","
",5/25/2023,3:50,0
2648.52,Wallet,Swiggy,ACC123456,ACC245340,"Kolkata, West Bengal, 700001","
",1/27/2024,17:56,0
336.79,Wallet,Local Kirana,ACC123456,ACC917297,"Kolkata, West Bengal, 700001","
",2/28/2025,16:00,0
1280.62,Cash Deposit,Local Kirana,ACC123456,ACC810354,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",1/31/2024,2:06,0
560.99,UPI,Amazon India,ACC123456,ACC123969,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",4/15/2023,2:29,0
1166.74,NEFT,Electricity Board,ACC123456,ACC840219,"Kolkata, West Bengal, 700001","
",2/23/2024,18:23,0
653.5,Card,Zomato,ACC123456,ACC705957,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",7/28/2024,19:43,0
331.86,IMPS,Zomato,ACC123456,ACC161645,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",10/20/2024,1:39,0
1566.73,IMPS,School Fees,ACC123456,ACC519539,"Kolkata, West Bengal, 700001","
",9/5/2024,5:34,0
228.61,Cash Deposit,LIC Insurance,ACC123456,ACC326405,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",5/6/2023,9:01,0
579.37,Wallet,Medical Store,ACC123456,ACC412458,"Kolkata, West Bengal, 700001","
",12/4/2023,8:58,0
1287.48,Card,Reliance Fresh,ACC123456,ACC281076,"Kolkata, West Bengal, 700001","
",5/31/2024,16:27,0
510.5,Cash Deposit,Big Bazaar,ACC123456,ACC667872,"Jaipur, Rajasthan, 302001","Pune, Maharashtra, 411001",7/17/2023,18:53,0
1624.42,Wallet,Local Kirana,ACC123456,ACC108055,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",7/16/2024,21:15,0
971.45,Card,Jio,ACC123456,ACC224486,"Chennai, Tamil Nadu, 600001","Jaipur, Rajasthan, 302001",9/24/2023,14:12,0
840.0,Wallet,Amazon India,ACC123456,ACC666462,"Ahmedabad, Gujarat, 380001","Kolkata, West Bengal, 700001",9/10/2023,5:15,0
4039.29,Cash Deposit,Electricity Board,ACC123456,ACC722945,"Lucknow, Uttar Pradesh, 226001","Pune, Maharashtra, 411001",2/26/2025,0:38,0
29.61,UPI,Swiggy,ACC123456,ACC647509,"Lucknow, Uttar Pradesh, 226001","Bengaluru, Karnataka, 560001",10/16/2023,7:06,0
861.16,Wallet,LIC Insurance,ACC123456,ACC358872,"Kolkata, West Bengal, 700001","
",5/30/2024,1:27,0
2240.79,IMPS,HDFC Bank,ACC123456,ACC560747,"Kolkata, West Bengal, 700001","
",7/23/2024,11:08,0
771.7,Card,Rent Transfer,ACC123456,ACC795443,"Kolkata, West Bengal, 700001","
",11/4/2024,9:19,0
531.46,IMPS,PhonePe,ACC123456,ACC200585,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",11/8/2023,18:22,0
755.62,UPI,Paytm Wallet,ACC123456,ACC923460,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",6/11/2023,16:26,0
336.64,Card,Local Kirana,ACC123456,ACC159701,"Kolkata, West Bengal, 700001","
",5/6/2024,17:27,0
171.15,Wallet,Local Kirana,ACC123456,ACC903724,"Kolkata, West Bengal, 700001","
",9/21/2023,8:08,0
2169.11,UPI,Big Bazaar,ACC123456,ACC588426,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",6/2/2024,13:03,0
1426.65,Wallet,School Fees,ACC123456,ACC526777,"Kolkata, West Bengal, 700001","
",5/14/2023,10:44,0
3702.4,Wallet,Big Bazaar,ACC123456,ACC252575,"Kolkata, West Bengal, 700001","
",2/4/2025,19:37,0
722.98,NEFT,Electricity Board,ACC123456,ACC202878,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",9/21/2024,13:40,0
2508.68,NEFT,Flipkart,ACC123456,ACC126746,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",5/28/2023,6:50,0
417.28,Card,Electricity Board,ACC123456,ACC463319,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",7/6/2023,19:55,0
11.34,IMPS,Rent Transfer,ACC123456,ACC984510,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",12/17/2024,11:41,0
183.58,IMPS,Reliance Fresh,ACC123456,ACC791202,"Kolkata, West Bengal, 700001","
",3/17/2025,13:59,0
2476.0,UPI,Amazon India,ACC123456,ACC771326,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",5/10/2023,4:54,0
56.52,UPI,Amazon India,ACC123456,ACC631118,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",6/10/2024,0:09,0
214.3,IMPS,PhonePe,ACC123456,ACC730192,"Ahmedabad, Gujarat, 380001","
",5/19/2024,7:55,0
718.32,Card,Paytm Wallet,ACC123456,ACC111374,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",10/12/2023,11:25,0
299.03,Cash Deposit,Big Bazaar,ACC123456,ACC576060,"Kolkata, West Bengal, 700001","
",10/14/2024,5:26,0
672.77,NEFT,Amazon India,ACC123456,ACC649292,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",11/28/2024,13:09,0
360.01,Card,Paytm Wallet,ACC123456,ACC475811,"Kolkata, West Bengal, 700001","
",10/24/2023,16:38,0
547.31,Cash Deposit,Electricity Board,ACC123456,ACC835573,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",10/11/2023,6:40,0
875.11,Cash Deposit,Zomato,ACC123456,ACC424665,"Kolkata, West Bengal, 700001","
",12/29/2023,4:29,0
935.66,UPI,IRCTC,ACC123456,ACC980852,"Kolkata, West Bengal, 700001","
",3/12/2025,9:37,0
969.34,Cash Deposit,Swiggy,ACC123456,ACC744844,"Kolkata, West Bengal, 700001","
",4/30/2023,11:53,0
950.29,Cash Deposit,Rent Transfer,ACC123456,ACC718036,"Mumbai, Maharashtra, 400001","Ahmedabad, Gujarat, 380001",7/7/2023,10:19,0
4321.1,Wallet,School Fees,ACC123456,ACC318453,"Kolkata, West Bengal, 700001","
",7/4/2024,6:08,0
4643.09,IMPS,LIC Insurance,ACC123456,ACC368406,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",5/13/2024,4:01,0
514.28,UPI,Medical Store,ACC123456,ACC673055,"Kolkata, West Bengal, 700001","
",10/7/2024,10:23,0
3563.74,Card,Rent Transfer,ACC123456,ACC186896,"Jaipur, Rajasthan, 302001","Bengaluru, Karnataka, 560001",3/29/2025,1:26,0
1811.84,NEFT,Zomato,ACC123456,ACC735174,"Kolkata, West Bengal, 700001","
",6/13/2023,21:36,0
4358.04,IMPS,Flipkart,ACC123456,ACC699166,"Kolkata, West Bengal, 700001","
",2/27/2024,10:24,0
375.22,IMPS,Rent Transfer,ACC123456,ACC329175,"Delhi, Delhi, 110001","
",1/7/2025,20:11,0
950.0,Cash Deposit,Electricity Board,ACC123456,ACC600267,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",5/11/2023,21:55,0
443.0,Cash Deposit,School Fees,ACC123456,ACC665058,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",11/17/2023,5:49,0
586.51,UPI,Jio,ACC123456,ACC540949,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",11/17/2024,12:15,0
772.93,Cash Deposit,Amazon India,ACC123456,ACC816832,"Kolkata, West Bengal, 700001","
",6/25/2023,0:31,0
6443.1,Cash Deposit,LIC Insurance,ACC123456,ACC498340,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",5/30/2023,23:48,0
127.87,Cash Deposit,Zomato,ACC123456,ACC564564,"Kolkata, West Bengal, 700001","
",1/22/2025,10:45,0
1697.16,UPI,Amazon India,ACC123456,ACC675079,"Pune, Maharashtra, 411001","Kolkata, West Bengal, 700001",7/2/2024,3:07,0
572.15,Cash Deposit,Jio,ACC123456,ACC508038,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",2/16/2025,8:50,0
1385.47,Card,Electricity Board,ACC123456,ACC980135,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",9/15/2023,16:14,0
550.09,NEFT,Rent Transfer,ACC123456,ACC322020,"Kolkata, West Bengal, 700001","
",6/1/2024,6:27,0
1971.92,Wallet,Medical Store,ACC123456,ACC586281,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",7/20/2023,13:24,0
541.5,UPI,Flipkart,ACC123456,ACC681904,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",2/12/2025,5:43,0
5933.33,Wallet,Medical Store,ACC123456,ACC804617,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",10/18/2023,8:49,0
2844.52,Wallet,Flipkart,ACC123456,ACC965362,"Kolkata, West Bengal, 700001","
",1/15/2025,22:19,0
618.47,NEFT,Zomato,ACC123456,ACC144167,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",7/2/2023,10:50,0
1629.58,IMPS,SBI,ACC123456,ACC702998,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",5/18/2023,2:38,0
595.72,Cash Deposit,Paytm Wallet,ACC123456,ACC394133,"Kolkata, West Bengal, 700001","
",7/22/2024,10:50,0
1880.67,Wallet,Swiggy,ACC123456,ACC951885,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",3/31/2024,0:37,0
520.74,Card,Zomato,ACC123456,ACC413841,"Kolkata, West Bengal, 700001","
",5/18/2023,19:45,0
1608.17,Card,Zomato,ACC123456,ACC913857,"Kolkata, West Bengal, 700001","
",6/16/2023,12:44,0
708.97,Card,Jio,ACC123456,ACC965793,"Kolkata, West Bengal, 700001","
",2/27/2025,0:49,0
88.34,UPI,Electricity Board,ACC123456,ACC640547,"Kolkata, West Bengal, 700001","
",4/22/2023,8:58,0
879.51,IMPS,Flipkart,ACC123456,ACC281254,"Kolkata, West Bengal, 700001","
",6/2/2023,11:12,0
1262.86,Card,Airtel,ACC123456,ACC945430,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",10/23/2023,23:04,0
1069.2,Card,Paytm Wallet,ACC123456,ACC275940,"Kolkata, West Bengal, 700001","
",9/12/2023,18:23,0
56.68,UPI,Swiggy,ACC123456,ACC605484,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",4/18/2023,5:12,0
572.89,Cash Deposit,Paytm Wallet,ACC123456,ACC560585,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",12/23/2024,1:53,0
889.84,UPI,School Fees,ACC123456,ACC465204,"Bengaluru, Karnataka, 560001","Delhi, Delhi, 110001",3/13/2024,23:31,0
348.81,NEFT,School Fees,ACC123456,ACC372313,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",6/18/2024,14:52,0
252.55,NEFT,Local Kirana,ACC123456,ACC716047,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",9/6/2024,6:49,0
1531.31,Cash Deposit,HDFC Bank,ACC123456,ACC740426,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",12/12/2024,17:14,0
1418.28,Card,Flipkart,ACC123456,ACC999179,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",9/10/2024,17:26,0
1133.55,IMPS,PhonePe,ACC123456,ACC883178,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",9/19/2023,12:50,0
312.9,Card,Amazon India,ACC123456,ACC205694,"Kolkata, West Bengal, 700001","
",8/15/2023,7:05,0
1470.69,Wallet,Swiggy,ACC123456,ACC434665,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",11/23/2024,2:20,0
654.49,NEFT,Zomato,ACC123456,ACC902102,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",12/18/2024,15:07,0
1216.82,IMPS,HDFC Bank,ACC123456,ACC406030,"Kolkata, West Bengal, 700001","
",4/25/2023,1:57,0
1071.42,UPI,Airtel,ACC123456,ACC580616,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",11/22/2023,7:19,0
1564.88,NEFT,Local Kirana,ACC123456,ACC167879,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",12/29/2023,15:16,0
13.75,Cash Deposit,IRCTC,ACC123456,ACC466222,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",5/5/2023,15:06,0
756.35,IMPS,Swiggy,ACC123456,ACC135852,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",10/16/2023,22:15,0
146.79,NEFT,Swiggy,ACC123456,ACC758215,"Kolkata, West Bengal, 700001","
",7/2/2024,21:31,0
1740.34,Card,Swiggy,ACC123456,ACC416776,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",3/12/2024,22:08,0
1184.95,Wallet,Jio,ACC123456,ACC873904,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",6/2/2024,6:43,0
2221.6,UPI,School Fees,ACC123456,ACC107768,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",8/11/2023,19:43,0
3349.65,UPI,PhonePe,ACC123456,ACC606204,"Kolkata, West Bengal, 700001","
",4/15/2023,19:13,0
79.06,UPI,School Fees,ACC123456,ACC235302,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",8/1/2023,11:43,0
144.39,NEFT,Jio,ACC123456,ACC751248,"Kolkata, West Bengal, 700001","
",8/20/2023,9:01,0
183.8,Cash Deposit,LIC Insurance,ACC123456,ACC413941,"Kolkata, West Bengal, 700001","
",6/25/2023,3:50,0
1491.84,Wallet,PhonePe,ACC123456,ACC369026,"Jaipur, Rajasthan, 302001","
",11/26/2023,16:09,0
212.45,IMPS,Rent Transfer,ACC123456,ACC258128,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",4/28/2023,19:20,0
1221.27,Cash Deposit,Swiggy,ACC123456,ACC570611,"Mumbai, Maharashtra, 400001","Kolkata, West Bengal, 700001",8/2/2023,9:46,0
424.58,NEFT,HDFC Bank,ACC123456,ACC897681,"Kolkata, West Bengal, 700001","
",2/11/2024,1:19,0
1473.79,NEFT,Amazon India,ACC123456,ACC747390,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",1/17/2025,0:42,0
706.77,Card,Electricity Board,ACC123456,ACC476198,"Kolkata, West Bengal, 700001","
",8/22/2023,23:27,0
1070.67,NEFT,School Fees,ACC123456,ACC386123,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",9/30/2024,7:28,0
877.26,IMPS,Paytm Wallet,ACC123456,ACC980852,"Kolkata, West Bengal, 700001","
",6/12/2024,6:11,0
281.12,Card,Electricity Board,ACC123456,ACC753726,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",1/4/2025,6:01,0
838.77,NEFT,HDFC Bank,ACC123456,ACC778134,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",2/13/2024,20:53,0
807.7,Card,Swiggy,ACC123456,ACC539145,"Kolkata, West Bengal, 700001","
",7/17/2024,16:37,0
165.18,Card,Jio,ACC123456,ACC782634,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",10/4/2024,7:46,0
2971.91,Card,PhonePe,ACC123456,ACC623980,"Kolkata, West Bengal, 700001","
",4/5/2024,18:31,0
1780.48,NEFT,Flipkart,ACC123456,ACC527618,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",6/26/2024,12:31,0
514.07,Card,Local Kirana,ACC123456,ACC100550,"Kolkata, West Bengal, 700001","
",11/8/2023,7:57,0
762.27,NEFT,HDFC Bank,ACC123456,ACC995403,"Mumbai, Maharashtra, 400001","
",12/3/2023,11:15,0
107.14,NEFT,Ola,ACC123456,ACC796892,"Kolkata, West Bengal, 700001","
",4/7/2024,1:36,0
660.3,Cash Deposit,Airtel,ACC123456,ACC722978,"Kolkata, West Bengal, 700001","
",1/28/2025,21:16,0
1915.85,NEFT,IRCTC,ACC123456,ACC281812,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",9/15/2023,16:28,0
1410.77,Card,Big Bazaar,ACC123456,ACC484171,"Kolkata, West Bengal, 700001","
",11/30/2024,17:34,0
404.57,UPI,Zomato,ACC123456,ACC371178,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",8/2/2023,22:20,0
1635.57,NEFT,IRCTC,ACC123456,ACC174153,"Kolkata, West Bengal, 700001","
",9/28/2023,7:24,0
2354.7,IMPS,School Fees,ACC123456,ACC796723,"Chennai, Tamil Nadu, 600001","
",2/27/2025,2:02,0
383.76,UPI,HDFC Bank,ACC123456,ACC569565,"Pune, Maharashtra, 411001","Chennai, Tamil Nadu, 600001",9/10/2023,22:59,0
255.39,NEFT,Zomato,ACC123456,ACC831510,"Delhi, Delhi, 110001","Delhi, Delhi, 110001",6/5/2024,17:34,0
105.78,Wallet,HDFC Bank,ACC123456,ACC384768,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",10/25/2023,15:37,0
423.81,Card,Jio,ACC123456,ACC454200,"Jaipur, Rajasthan, 302001","Hyderabad, Telangana, 500001",4/5/2024,4:12,0
554.93,Wallet,SBI,ACC123456,ACC550887,"Kolkata, West Bengal, 700001","
",9/11/2023,18:01,0
365.9,Card,SBI,ACC123456,ACC117933,"Hyderabad, Telangana, 500001","
",7/5/2024,10:22,0
291.66,Cash Deposit,SBI,ACC123456,ACC603783,"Kolkata, West Bengal, 700001","
",12/26/2023,19:26,0
552.76,NEFT,Electricity Board,ACC123456,ACC509097,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",6/15/2023,14:08,0
100.2,NEFT,Airtel,ACC123456,ACC767261,"Kolkata, West Bengal, 700001","
",4/30/2023,14:48,0
4067.45,IMPS,School Fees,ACC123456,ACC585773,"Kolkata, West Bengal, 700001","
",7/4/2024,8:33,0
2793.66,Wallet,Big Bazaar,ACC123456,ACC850646,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",12/30/2023,11:41,0
1581.98,Wallet,Amazon India,ACC123456,ACC743048,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",5/9/2023,19:28,0
2293.4,UPI,PhonePe,ACC123456,ACC951465,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",12/11/2023,16:01,0
1047.68,Wallet,SBI,ACC123456,ACC276665,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",10/3/2023,1:01,0
1005.68,Card,Zomato,ACC123456,ACC582230,"Kolkata, West Bengal, 700001","
",7/17/2024,16:58,0
1144.4,IMPS,SBI,ACC123456,ACC771749,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",8/11/2023,5:12,0
270.45,Card,Electricity Board,ACC123456,ACC800151,"Mumbai, Maharashtra, 400001","
",4/25/2023,8:46,0
2267.14,NEFT,SBI,ACC123456,ACC417640,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",4/14/2023,22:17,0
2122.08,NEFT,SBI,ACC123456,ACC807697,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",10/3/2023,7:57,0
1211.48,UPI,Ola,ACC123456,ACC870399,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",5/7/2024,7:44,0
2037.67,IMPS,Swiggy,ACC123456,ACC793465,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",10/25/2024,16:15,0
33650.2,NEFT,Airtel,ACC123456,ACC846273,"Kolkata, West Bengal, 700001","
",12/1/2024,9:47,0
14057.98,Wallet,Rent Transfer,ACC123456,ACC317553,"Kolkata, West Bengal, 700001","
",1/22/2024,3:20,1
301.58,NEFT,Local Kirana,ACC123456,ACC220738,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",3/30/2025,10:26,0
1484.12,IMPS,Ola,ACC123456,ACC521880,"Bengaluru, Karnataka, 560001","Mumbai, Maharashtra, 400001",10/19/2023,9:37,0
514.01,IMPS,School Fees,ACC123456,ACC969477,"Kolkata, West Bengal, 700001","
",11/7/2023,22:54,0
4526.47,Card,Reliance Fresh,ACC123456,ACC369964,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",3/2/2025,12:43,0
613.38,UPI,School Fees,ACC123456,ACC797080,"Kolkata, West Bengal, 700001","
",12/17/2024,9:25,0
64.08,NEFT,PhonePe,ACC123456,ACC481695,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",7/7/2023,16:33,0
2252.46,Wallet,Big Bazaar,ACC123456,ACC341826,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",4/3/2025,12:49,0
735.44,Cash Deposit,Flipkart,ACC123456,ACC231822,"Kolkata, West Bengal, 700001","
",4/24/2023,2:35,0
148.98,IMPS,Airtel,ACC123456,ACC936321,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",12/4/2023,8:50,0
1287.0,UPI,LIC Insurance,ACC123456,ACC145386,"Kolkata, West Bengal, 700001","
",7/21/2024,12:29,0
1898.36,IMPS,PhonePe,ACC123456,ACC437504,"Kolkata, West Bengal, 700001","
",1/28/2025,12:37,0
801.87,NEFT,Paytm Wallet,ACC123456,ACC487976,"Kolkata, West Bengal, 700001","
",7/19/2023,15:03,0
187.85,NEFT,School Fees,ACC123456,ACC944913,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",1/29/2024,12:23,0
1122.32,Card,School Fees,ACC123456,ACC781402,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",10/24/2024,18:05,0
715.27,NEFT,Electricity Board,ACC123456,ACC253195,"Kolkata, West Bengal, 700001","
",4/24/2023,17:00,0
54.11,Wallet,Jio,ACC123456,ACC702223,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",8/26/2024,12:29,0
7391.2,Cash Deposit,HDFC Bank,ACC123456,ACC313832,"Kolkata, West Bengal, 700001","
",8/28/2023,7:38,0
834.51,NEFT,Paytm Wallet,ACC123456,ACC545809,"Chennai, Tamil Nadu, 600001","Chennai, Tamil Nadu, 600001",9/16/2024,18:33,0
733.21,Wallet,Big Bazaar,ACC123456,ACC842785,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",1/14/2025,15:08,0
1596.19,IMPS,Zomato,ACC123456,ACC309208,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",7/7/2024,15:31,0
1404.75,Card,Amazon India,ACC123456,ACC773797,"Kolkata, West Bengal, 700001","
",6/14/2024,19:10,0
1786.51,NEFT,Airtel,ACC123456,ACC494567,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",2/8/2025,10:14,0
57.3,IMPS,Big Bazaar,ACC123456,ACC427116,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",7/8/2024,17:59,0
4282.95,Card,LIC Insurance,ACC123456,ACC623436,"Kolkata, West Bengal, 700001","
",7/29/2024,18:13,0
44.19,NEFT,Ola,ACC123456,ACC977280,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",11/8/2024,1:56,0
916.07,IMPS,Airtel,ACC123456,ACC202190,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",10/23/2023,4:50,0
609.55,Wallet,LIC Insurance,ACC123456,ACC344594,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",4/3/2025,13:27,0
415.71,Card,Swiggy,ACC123456,ACC353333,"Kolkata, West Bengal, 700001","
",9/4/2024,11:22,0
445.38,Cash Deposit,Rent Transfer,ACC123456,ACC665352,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",5/28/2024,2:46,0
2966.75,NEFT,Rent Transfer,ACC123456,ACC553620,"Chennai, Tamil Nadu, 600001","
",2/25/2025,6:26,0
189.33,Wallet,Rent Transfer,ACC123456,ACC430047,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",2/27/2025,3:20,0
480.75,NEFT,Big Bazaar,ACC123456,ACC667787,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",10/5/2023,4:05,0
1937.09,Cash Deposit,Amazon India,ACC123456,ACC355850,"Kolkata, West Bengal, 700001","
",11/27/2023,11:02,0
11463.27,Card,Flipkart,ACC123456,ACC760570,"Kolkata, West Bengal, 700001","
",7/6/2024,5:00,1
639.77,NEFT,HDFC Bank,ACC123456,ACC223871,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",5/16/2023,14:04,0
2227.7,NEFT,Ola,ACC123456,ACC377912,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",12/30/2024,11:38,0
2055.42,NEFT,Amazon India,ACC123456,ACC620718,"Kolkata, West Bengal, 700001","
",3/10/2025,17:48,0
2502.38,UPI,Amazon India,ACC123456,ACC514111,"Hyderabad, Telangana, 500001","Ahmedabad, Gujarat, 380001",12/25/2023,6:07,0
622.33,IMPS,Rent Transfer,ACC123456,ACC618560,"Kolkata, West Bengal, 700001","
",8/30/2024,10:10,0
425.03,IMPS,LIC Insurance,ACC123456,ACC419950,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",10/26/2023,20:06,0
580.31,NEFT,IRCTC,ACC123456,ACC765410,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",3/6/2025,14:57,0
1131.11,UPI,Local Kirana,ACC123456,ACC585285,"Jaipur, Rajasthan, 302001","Chennai, Tamil Nadu, 600001",1/12/2025,6:15,0
3876.84,NEFT,Jio,ACC123456,ACC581527,"Kolkata, West Bengal, 700001","
",7/5/2024,3:01,0
336.26,NEFT,Big Bazaar,ACC123456,ACC577592,"Kolkata, West Bengal, 700001","
",7/4/2024,11:06,0
528.35,NEFT,PhonePe,ACC123456,ACC711187,"Chennai, Tamil Nadu, 600001","Lucknow, Uttar Pradesh, 226001",12/30/2024,4:41,0
1702.48,NEFT,School Fees,ACC123456,ACC463914,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",2/15/2024,3:05,0
3651.55,Card,School Fees,ACC123456,ACC564724,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",9/6/2024,14:40,0
4312.65,UPI,HDFC Bank,ACC123456,ACC980904,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",4/6/2025,0:28,0
1435.5,Wallet,Ola,ACC123456,ACC506100,"Kolkata, West Bengal, 700001","
",1/29/2024,9:57,0
1264.26,IMPS,Amazon India,ACC123456,ACC276345,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",6/17/2023,21:45,0
240.52,Cash Deposit,Reliance Fresh,ACC123456,ACC804701,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",3/18/2024,12:54,0
1484.78,Card,Flipkart,ACC123456,ACC769366,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",5/2/2023,9:37,0
1764.72,NEFT,Medical Store,ACC123456,ACC665506,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",1/9/2024,4:53,0
4335.65,Cash Deposit,HDFC Bank,ACC123456,ACC762020,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",1/3/2025,14:07,0
